Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
HM130800,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-09-24,,"Human coronavirus 229E strain PUMCH746 polymerase gene, partial cds"
HM130801,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-09-24,,"Human coronavirus 229E strain PUMCH748 polymerase gene, partial cds"
HM130802,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-10-07,,"Human coronavirus 229E strain PUMCH857 polymerase gene, partial cds"
HM130803,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-10-09,,"Human coronavirus 229E strain PUMCH873 polymerase gene, partial cds"
HM130804,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-10-12,,"Human coronavirus 229E strain PUMCH898 polymerase gene, partial cds"
HM130805,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2005-10-12,,"Human coronavirus 229E strain PUMCH902 polymerase gene, partial cds"
HM130806,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2007-10-23,,"Human coronavirus 229E strain PUMCH6273 polymerase gene, partial cds"
HM130807,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2007-11-17,,"Human coronavirus 229E strain PUMCH6375 polymerase gene, partial cds"
HM130808,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2007-11-20,,"Human coronavirus 229E strain PUMCH6389 polymerase gene, partial cds"
HM130809,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-01-06,,"Human coronavirus 229E strain PUMCH7980 polymerase gene, partial cds"
HM130810,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-08,,"Human coronavirus 229E strain PUMCH8339 polymerase gene, partial cds"
HM130811,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-10,,"Human coronavirus 229E strain PUMCH8348 polymerase gene, partial cds"
HM130812,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-15,,"Human coronavirus 229E strain PUMCH8373 polymerase gene, partial cds"
HM130813,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-20,,"Human coronavirus 229E strain PUMCH8387 polymerase gene, partial cds"
HM130814,,2010-10-13T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,379,GenBank,partial,,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",21181925,China,Homo sapiens,,2009-04-29,,"Human coronavirus 229E strain PUMCH8425 polymerase gene, partial cds"
GU068546,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1641,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2007-12-17,,"Human coronavirus 229E strain HCoV/229E/N01 spike glycoprotein gene, partial cds"
GU068547,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1643,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-17,,"Human coronavirus 229E strain HCoV/229E/N02 spike glycoprotein gene, partial cds"
GU068548,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1628,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-24,,"Human coronavirus 229E strain HCoV/229E/N03 spike glycoprotein gene, partial cds"
GU068549,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1642,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-02-21,,"Human coronavirus 229E strain HCoV/229E/N04 spike glycoprotein gene, partial cds"
GU068550,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,448,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2007-12-17,,"Human coronavirus 229E strain HCoV/229E/N01 polymerase gene, partial cds"
GU068551,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,461,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-17,,"Human coronavirus 229E strain HCoV/229E/N02 polymerase gene, partial cds"
GU068552,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,463,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-01-24,,"Human coronavirus 229E strain HCoV/229E/N03 polymerase-like gene, partial sequence"
GU068553,,2010-07-24T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,464,GenBank,partial,,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",,China:Shanghai,Homo sapiens,,2008-02-21,,"Human coronavirus 229E strain HCoV/229E/N04 polymerase gene, partial cds"
FW337968,,2010-06-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,20,GenBank,partial,,,"Weller,D.D., Hasshinga,J.N.",,,,,,,Oligonucleotide analogs having cationic intersubunit linkages
FW337969,,2010-06-17T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,20,GenBank,partial,,,"Weller,D.D., Hasshinga,J.N.",,,,,,,Oligonucleotide analogs having cationic intersubunit linkages
GN352053,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1817 from Patent WO2007130519
GN352054,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1818 from Patent WO2007130519
GN352055,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1819 from Patent WO2007130519
GN352056,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1820 from Patent WO2007130519
GN352057,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1821 from Patent WO2007130519
GN352058,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1822 from Patent WO2007130519
GN352059,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1823 from Patent WO2007130519
GN352060,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1824 from Patent WO2007130519
GN352061,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1825 from Patent WO2007130519
GN352062,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1826 from Patent WO2007130519
GN352063,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1827 from Patent WO2007130519
GN352064,,2009-05-12T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,60,GenBank,partial,,,"Baptista,C.S., Wu,X., Munroe,D.J.",,,,,,,Sequence 1828 from Patent WO2007130519
FJ235172,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-02,,"Human coronavirus 229E isolate SWE 10652/04 spike protein (S) gene, partial cds"
FJ235173,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-03,,"Human coronavirus 229E isolate SWE 10697/04 spike protein (S) gene, partial cds"
FJ235174,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2004-03,,"Human coronavirus 229E isolate SWE 10724/04 spike protein (S) gene, partial cds"
FJ235175,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2005-04,,"Human coronavirus 229E isolate SWE 36478/05 spike protein (S) gene, partial cds"
FJ235176,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-02,,"Human coronavirus 229E isolate SWE 37174/06 spike protein (S) gene, partial cds"
FJ235177,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-03,,"Human coronavirus 229E isolate SWE 37253/06 spike protein (S) gene, partial cds"
FJ235178,,2009-04-07T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,286,GenBank,partial,,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",,Sweden,Homo sapiens,oronasopharynx,2006-01,,"Human coronavirus 229E isolate SWE bla gas 110051 spike protein (S) gene, partial cds"
DL470169,,2008-12-22T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,40,GenBank,partial,,,"Stein,D.A., Iversen,P.L.",,,,,,,ANTISENSE ANTIVIRAL COMPOUND AND METHOD FOR TREATING SSRNA VIRAL INFECTION
DL143785,,2008-09-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,598,GenBank,partial,,,"Walter,E., Tibbetts,C., Thornton,J., Stenger,D., Seto,D., Kuruzerokku,R.P., Rowley,R., Lin,B., Hanson,E.H., Agan,B., Vora,G., Thach,D., Wang,Z.",,,,,,,RESEQUENCING PATHOGEN MICROARRAY
EF103182,,2007-12-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,419,GenBank,partial,,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",,Greece,,,,,"Human coronavirus 229E strain GRE 14A/06 polymerase gene, partial cds"
EF103183,,2007-12-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,419,GenBank,partial,,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",,Greece,,,,,"Human coronavirus 229E strain GRE 10/03 polymerase gene, partial cds"
EF103184,,2007-12-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,419,GenBank,partial,,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",,Greece,,,,,"Human coronavirus 229E strain GRE 16/03 polymerase gene, partial cds"
DJ009214,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,129,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009215,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,145,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009216,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,71,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009217,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,134,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009218,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,207,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009219,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,207,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009220,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,71,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009221,,2007-10-04T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,107,GenBank,partial,,,"Hoek,C.M.V.D.",,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
EF549594,,2007-05-19T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,81,GenBank,partial,,,"Canducci,F., Debiaggi,M., Sampaolo,M., Marinozzi,M.C., Berre,S., Terulla,C., Gargantini,G., Cambieri,P., Romero,E., Clementi,M.",18297694,,,,,,"Human coronavirus 229E isolate ITA267 polymerase gene, partial cds"
EF198671,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,542,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,1965,,"Human coronavirus 229E isolate HC-LP truncated ORF4 protein (ORF4) gene, complete cds"
EF198672,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,1989,,"Human coronavirus 229E isolate HC-Killick ORF4 protein (ORF4) gene, complete cds"
EF198673,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,2004,,"Human coronavirus 229E isolate RIVM 04-037 ORF4 protein (ORF4) gene, complete cds"
EF198674,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,oronasopharynx,2003,,"Human coronavirus 229E isolate VS03-0099 ORF4 protein (ORF4) gene, complete cds"
EF198675,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,1986,,"Human coronavirus 229E isolate CCU T935 ORF4 protein (ORF4) gene, complete cds"
EF198676,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,2003,,"Human coronavirus 229E isolate RIVM 03-224 ORF4 protein (ORF4) gene, complete cds"
EF198677,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,2002,,"Human coronavirus 229E isolate RIVM 02-041 ORF4 protein (ORF4) gene, complete cds"
EF198678,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,660,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,2002,,"Human coronavirus 229E isolate RIVM 02-034 ORF4 protein (ORF4) gene, complete cds"
EF198679,,2007-01-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,658,GenBank,partial,,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",17194306,,,,1973,,"Human coronavirus 229E strain ATCC VR-740 ORF4a protein (ORF4a) and ORF4b protein (ORF4b) genes, complete cds"
DQ243939,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,,,,,,"Human coronavirus 229E strain ATCC VR-740 nucleoprotein (N) gene, complete cds"
DQ243940,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-11/6/79 nucleoprotein (N) gene, complete cds"
DQ243941,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1167,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-22/9/82 nucleoprotein (N) gene, complete cds"
DQ243942,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-16/6/82 nucleoprotein (N) gene, complete cds"
DQ243943,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-6/10/82 nucleoprotein (N) gene, complete cds"
DQ243944,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-21/10/82 nucleoprotein (N) gene, complete cds"
DQ243945,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82a nucleoprotein (N) gene, complete cds"
DQ243946,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82b nucleoprotein (N) gene, complete cds"
DQ243947,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-5/9/84 nucleoprotein (N) gene, complete cds"
DQ243948,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-29/7/84 nucleoprotein (N) gene, complete cds"
DQ243949,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-24/6/90 nucleoprotein (N) gene, complete cds"
DQ243950,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-12/5/92 nucleoprotein (N) gene, complete cds"
DQ243951,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-17/6/92 nucleoprotein (N) gene, complete cds"
DQ243952,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-25/6/92 nucleoprotein (N) gene, complete cds"
DQ243953,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1169,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E isolate HCoV-229E-8/8/01 truncated nucleoprotein (N) gene, complete cds"
DQ243954,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E strain HCoV-229E-27/8/01 nucleoprotein (N) gene, complete cds"
DQ243955,,2006-05-10T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1170,GenBank,partial,,,"Chibo,D., Birch,C., Birch,C.J.",16603522,Australia,,,,,"Human coronavirus 229E strain HCoV-229E-6/1/03 nucleoprotein (N) gene, complete cds"
